@relation corpus_final

@attribute corpus string
@attribute TLD {China,Germany,India,Japan,Pakistan}

@data
' To avoid the next bout of rain we hurry into the National Palace of Sintra an impressive mediaeval castle right in the village arranged in clusters of buildings around shady courtyards. The palace built from 1281 onwards on the remains of a Moorish castle combines sturdy gothic stone architecture with oriental fountains and round Moorish arches blue azulejo tiles with cuerda seca tiles on which the girih patterns are based on Islamic mathematicians  calculations. A number of student groups are pushing past us but in most rooms we find the space and time to look closely at the interior and exhibits. ',Germany
' A heavy downpour forces us to linger in the shop for a while before we dare to run to the bus stop right through the puddles. Again   with increasingly wet feet   we wonder whether it is worth going further up the hill to the Pena Palace in this weather. At least the bus is so full by the time it finally leaves that it gets relatively warm inside. Many serpentines later we emerge into the cloud and to the end of a queue at the ticket office only to wonder again whether this is really worth it or should we perhaps take the next bus down and go back to the airport  But then we reach the ticket window earlier than a decision on this matter   and hurry up through the Park of Pena towards the very top of the hill. That s about a ten minute walk during which we keep fearing another cold shower. ',Germany
' But when the Palace of Pena comes into view with its turrets and gates archways and balconies we stop questioning and debating that decision  or lack of decision . No the books hadn t prepared us for this great kitsch  ',Germany
' We stand in front of a romantic dream castle of a German aristocrat who built it in the 19th century and ordered his architect to incorporate as many architectural styles as possible from Germany and Portugal from the Middle Ages to the present. Dom Fernando II king of Portugal was a contemporary of the Bavarian King Ludwig II and his bonbon coloured castle in Sintra parallels the eclectic and romantic style of Ludwig s famous Neuschwanstein Castle. ',Germany
' On the inside as well it features a fascinating mix of Moorish mediaeval early modern Portuguese and impressionist styles with some Art Deco influences. ',Germany
' By now it is noon and considerably more visitors are lining up to peek into the rooms chapels and courtyards. Most of the time it is imperative to shuffle forward slowly so as not to disturb the flow of travellers and sightseers. Nevertheless we get a good view of the interior and by the time we get out of Pena Palace the fast moving clouds even leave some blue sky and occasional rays of sunshine   very welcome as we are by now seriously cold and shivering in our wet shoes. ',Germany
' Final questions  Are the castles of Sintra worth a visit  ',Germany
' Yes yes yes  And one day is not enough  There are more castles to explore than the National Palace and the Palacio de Pena. We will have to come back  And yes we caught a nasty cold on this trip. ',Germany
' How to get to Sintra from Lisbon ',Germany
' Sintra is easily reached by suburb train from Rossio or Oriente in around one hour s time. From the airport we took the subway to Oriente  three stations  and changed there. Within Sintra it would be time consuming but possible to walk. We took a local shuttle bus from the centre to the top of the mountain. The bus was 550   for the round trip the palaces 9   and 1150   respectively and that is for off season. ',Germany
' Oriene Station by Santiago Calatrava is a sightseeing item in itself ',Germany
'    Our travel to Sintra was entirely self organised and paid for by ourselves except for press tickets to the palaces courtesy of Parques de Sintra    ',Germany
'    You liked this post and are interested in future posts      ',Germany
' Then sign up for email notifications  via feedblitz  of course you can unsubscribe any time and we don t use your e mail for any other purposes  atom feed or like us on Facebook.  see upper right hand corner  ',Germany
' 08 December 2011 ',Germany
' A frail old woman in black with a straw hat on top of her black headscarf walks down the road and then up again with a bag in her hand. She enters a house and moments later another door opens. The woman crosses the street and turns a corner. Seconds later she returns with a dog leashed by a cord around his leg. Only when we see two women at the same time do we realize that this deserted looking village is populated by at least four frail old women in black. ',Germany
' The southern coast of Portugal a steep but relatively sheltered coast compared to the storm swept cliffs in the west of Europe have seen many traders and settlers over the centuries  From Celtic nomads to Phoenician and Greek merchants. the Romans called the Province Lusitania the Arabs just Al Gharb the West. Later the great explorers of the 15th and 16th centuries started their journeys into the unknown from the small coastal town of Sagres and today tourists from every corner of Europe flock to the beaches of the Algarve. Yet few of the international comings and goings at the coast have affected the interior of the Algarve. The young people leave and only the old remain growing cabbage and oranges for their own consumption. Many farmers don t bother any more to pick the olives wine and almonds and most of the bare hills are being reforested with pine trees or fast growing Eucalyptus for the paper industry. ',Germany
' In Silves one of the larger villages in the backcountry restaurant owners put out tables hoping for a few day trippers from the holiday apartments along the coast and the souvenir shop half heartedly displays some cork hats cork note books and cork coasters. From Silves we walk again over lonely hills between gorse and Eucalyptus until the winds indicate that we are nearing the Cabo da Sao Vicente the south western tip of Europe with a powerful lighthouse and a steady trickle of visitors. This is the end of our hiking trip. We follow the day trippers into the coastal resorts which are deserted at this time of the year  Sagres Lagos Guia Albufeira   they all consist mainly of shuttered windows and empty hotels. A few restaurants and tour operators try to keep up a holiday atmosphere. We leave the steep cliffs and empty streets to the seagulls who seem to enjoy the November storms and head north for a few days of sightseeing in  vora and Lisbon. ',Germany
